Id,SalePrice
1,52660.27600726772
2,188649.9204200157
3,115753.05245200622
4,260939.444466049
5,223408.8062770774
6,117917.23019974843
7,159472.78725119753
8,120994.57946751307
9,95629.08714635845
10,159658.2053152807
11,150746.80195933735
12,123456.2021656196
13,142774.5850538011
14,215389.04241929497
15,130473.66111853362
16,126054.42403763557
17,190923.53362188238
18,226702.0609466057
19,240393.03494394835
20,190639.34308599003
21,197738.35931367168
22,532953.6905435837
23,159460.77480014053
24,161304.0703824094
25,200850.662390865
26,238227.9332779859
27,313992.793327492
28,125868.32742638538
29,109464.27330779923
30,138764.0193800265
31,97476.58373113039
32,236716.00218374777
33,277819.8969538853
34,644697.489178598
35,140600.86901499925
36,193052.87315799555
37,103647.63328503538
38,182985.98417011605
39,187266.99681319384
40,166103.22170761623
41,167284.81242593986
42,128972.87282988438
43,157410.88373476683
44,145121.6420518876
45,163919.4041077922
46,235071.67128291342
47,154365.7106566195
48,177973.15381080197
49,143548.7682053952
50,97069.95763724826
51,199461.57641691683
52,131338.6461617627
53,199733.16262156764
54,152539.87003856603
55,275561.8955383202
56,111668.56349209345
57,208774.4386083932
58,139117.6402954981
59,291892.9807696381
60,197317.17471750663
61,210799.28432993402
62,87918.33304270962
63,131310.68182303736
64,125885.26920184461
65,115166.2853593015
66,119969.69267209724
67,237430.48728214527
68,92948.19185158228
69,111363.88212196718
70,130744.8335329828
71,156641.00705503274
72,128763.4894385552
73,205110.7532098588
74,139084.24628263473
75,233966.6998845131
76,142877.8526124049
77,374130.1584749127
78,135205.40356251667
79,175581.62180660726
80,141730.90071955003
81,101539.10037363535
82,133684.78862170214
83,113499.57222890768
84,157790.05428823724
85,168006.20345074413
86,210703.6431409789
87,142964.6374998694
88,221440.68088387803
89,211535.9217186289
90,251462.64506815225
91,181744.66129168248
92,429491.42755325127
93,194754.41667670757
94,198951.0416052275
95,197184.81213521137
96,139260.73223781283
97,149773.42946003456
98,122135.6185328432
99,242186.59773408383
100,187617.22365302368
101,118546.57648054475
102,265103.0164730663
103,184122.36255776836
104,131903.73779734466
105,324828.43701482756
106,91064.91240593835
107,181750.04192011605
108,152424.8230381698
109,196408.15743895504
110,124594.20677264532
111,141035.9559506771
112,155914.30755689554
113,165183.12500777686
114,177417.4425419369
115,134050.1927478858
116,360905.28234535386
117,363794.25870126695
118,140496.4139443276
119,168604.48173459788
120,130507.49866180636
121,163385.7674459255
122,144746.09934902043
123,158233.73686405004
124,181966.13885492878
125,252049.50848411652
126,71731.11112919237
127,206225.74165311237
128,187890.10062280184
129,152481.31940395109
130,128991.93082198803
131,174206.5049658197
132,128916.58676849719
133,151129.60356718278
134,165392.87766225231
135,259081.9270825217
136,285900.81332325493
137,163047.78006147404
138,115616.65403420669
139,116041.99156239114
140,190608.52939281976
141,115163.22749855755
142,136057.180057391
143,149802.46778217264
144,143119.8814464476
145,159849.46787979675
146,227129.09434194866
147,157067.9910235792
148,310496.2309755087
149,224463.68396592466
150,139181.17661580586
151,324180.02190350427
152,196762.2842436609
153,143187.167413501
154,141900.90654895283
155,171926.35507183743
156,303601.93689571286
157,201176.9173159464
158,331274.74339372356
159,324027.0939497808
160,116724.82952464426
161,186296.74000236072
162,279012.7653277935
163,195407.33117075433
164,290476.41166921647
165,110206.31836285148
166,154050.45976974687
167,82200.13533473696
168,232345.88175524477
169,79456.5576012275
170,250841.8495996066
171,65563.13932002692
172,97391.41539438587
173,141977.1289610102
174,191900.9917060555
175,180938.58341260208
176,250485.61890496552
177,126663.83247251656
178,113172.14793237581
179,129252.19022540694
180,115772.39767169906
181,158978.87626211875
182,135994.49114128077
183,61884.59122495047
184,221670.28145783514
185,125797.73283603262
186,107919.1666783156
187,156749.04273982596
188,243743.29219801232
189,168890.45280612475
190,187585.69918197196
191,91480.95169893044
192,239327.68013932405
193,297894.2840422408
194,235475.83031510728
195,165021.26750197526
196,171849.453367844
197,124578.65175603052
198,408637.5888222514
199,241816.32362711953
200,184884.5376408127
201,116970.95041225413
202,163709.2668604733
203,167546.0531243984
204,381047.4191733358
205,191028.57781367467
206,260316.2587030102
207,131255.95211929755
208,166872.3737785903
209,139590.0277824472
210,217194.34678103038
211,204043.87429627747
212,128291.4367419956
213,139977.72584122934
214,234846.8685166109
215,174112.45681721496
216,261031.8522823205
217,430543.83335893357
218,252821.51943402912
219,249238.118478887
220,95083.35375696556
221,131305.34696925065
222,97668.1011383379
223,74494.55740554145
224,207333.39076585078
225,151453.96283563544
226,151098.75469661673
227,101955.45274112337
228,115892.00672753471
229,172786.37324165218
230,343264.5053081091
231,133948.23953947035
232,225102.92637392198
233,128895.83354811269
234,128694.36648889592
235,158265.10856104753
236,221806.24679754677
237,305335.6015754066
238,156430.22862458503
239,139087.86230679252
240,136383.90309971996
241,159224.8828422781
242,120900.34818552557
243,186969.74818509538
244,193500.77971109634
245,254716.89120975975
246,102832.90968396325
247,259400.28729295492
248,132426.46437462186
249,116741.97215409255
250,111296.74439492803
251,212561.3497313537
252,220008.713186518
253,144882.7543259206
254,94232.63160332326
255,251687.03039753428
256,192367.48704260346
257,213512.71410269017
258,128444.58304303877
259,320493.2773568864
260,134715.9031258449
261,221657.45739589224
262,170398.75766695375
263,142617.8041630867
264,138004.23673647514
265,137245.13231307373
266,145615.94563853083
267,248937.49658050862
268,135997.29099155145
269,110247.97973508421
270,194446.99521283992
271,191477.187673265
272,133749.89478837213
273,106177.18574360569
274,185898.6584097146
275,157619.13093209718
276,173332.98441378272
277,115331.99481518111
278,381590.10759987787
279,144084.83993620795
280,181784.42385609556
281,198905.1762036689
282,143250.87740512358
283,344042.25252196635
284,97680.62590520496
285,192012.29340109357
286,128147.70721623318
287,149424.49291795745
288,263929.184770145
289,103792.77823579006
290,86527.22767298615
291,124927.78727051536
292,270596.3234075006
293,134702.98780300777
294,128505.73582744795
295,189880.74216743596
296,176334.05783130386
297,192426.47459683375
298,257246.96676281147
299,137995.59536146343
300,150270.9015535722
