Id,SalePrice
1,56747.8738414792
2,187508.61456033078
3,115873.52728348198
4,274576.1284049521
5,222025.12369237788
6,115951.80835014442
7,158388.88342594024
8,123298.84113812252
9,93379.23497589973
10,157328.65979664493
11,149450.77745007374
12,123096.77118411667
13,142847.14955856267
14,217648.03056850517
15,131574.48127671343
16,125538.31278900208
17,192278.8867049976
18,226520.42808273897
19,241356.10361835797
20,192828.48105969417
21,200936.64116941515
22,509049.9289833213
23,159120.15610126677
24,160647.12884769772
25,207851.8569543572
26,241922.6584543755
27,317508.46034476714
28,126167.01115247972
29,107389.85095061478
30,139280.3643118037
31,97859.69535257942
32,236039.43318833766
33,282188.49874774384
34,685623.0526486028
35,136311.72729522435
36,195255.11009731903
37,107228.58138019026
38,182847.1330103203
39,189312.6568836752
40,163917.0011577718
41,166746.1445423582
42,130223.0417350988
43,154976.10890170705
44,144343.3938372164
45,163165.9179524505
46,235565.80984294857
47,152779.99626623746
48,180552.3911779041
49,139689.83929704528
50,97214.81912922549
51,198146.09460150404
52,128488.46630841224
53,199114.73230988247
54,152206.9224461566
55,274946.16456103465
56,110218.87831821405
57,208360.6711164953
58,140634.90322848907
59,295219.0001465167
60,201191.36310493932
61,207209.1435883222
62,88709.33785058369
63,133012.36626262267
64,127402.72845434994
65,115807.98849382153
66,116888.5152726195
67,237330.8535726436
68,90169.5259081688
69,109381.85922679998
70,128784.05397257068
71,155712.6294584304
72,133810.43828369453
73,201278.8247999036
74,138233.03158316392
75,235610.3721293494
76,142088.85067251814
77,366011.267143032
78,137665.293494879
79,166777.10603547623
80,142301.32237799282
81,103317.24464815698
82,132714.16738531797
83,117131.05290129212
84,152490.17605521614
85,167791.80621152726
86,214031.8335660204
87,139422.6890857878
88,218434.43410223085
89,207569.49979697145
90,252164.54611848274
91,178493.70800236284
92,423631.4248250955
93,192082.09293799882
94,194962.457045056
95,201875.6148764555
96,134410.42415241964
97,151782.50871023946
98,122592.80265174211
99,243221.1996037702
100,189335.66838965344
101,117890.31182623541
102,256034.42011807475
103,184608.26548315864
104,130342.26126924057
105,324175.11350848054
106,89499.96481837543
107,181758.49625693055
108,151063.11560701925
109,193955.5179763993
110,124380.77261040603
111,146026.95043864267
112,155020.6139259017
113,168985.84507862368
114,174819.03778009143
115,128805.67469047024
116,351539.57156476256
117,358940.6555542418
118,137774.06178137189
119,168237.1727872355
120,129874.08958313543
121,165318.004364236
122,147688.48312750057
123,157692.72278798016
124,185659.73632591974
125,245988.0820639552
126,72678.28263642215
127,205662.19314658042
128,190958.2542665812
129,153918.96386965952
130,127061.22000477408
131,175972.7463695491
132,130058.50097595232
133,150650.62299508724
134,170286.2874873031
135,251608.86695897407
136,283274.34037153213
137,163075.36836458428
138,114909.79506581982
139,118594.42855747645
140,191329.2229780665
141,116493.40909818126
142,134311.81059704852
143,150272.1949130046
144,143013.01322469374
145,156372.69358316856
146,226098.4793691412
147,157235.83694442594
148,310349.9869868441
149,228132.93587321535
150,138868.0612250958
151,324335.51384871535
152,195566.56185974422
153,144621.30078101056
154,141738.55474972632
155,177315.6398552419
156,304327.521442731
157,204095.34741224605
158,333476.0285446709
159,329225.13026025344
160,117526.50427350965
161,187998.48841338986
162,281138.63870932814
163,196284.44155582503
164,287402.2588570024
165,112551.95709093993
166,154663.2463680569
167,84351.0715165539
168,229428.27203337007
169,81157.91046744322
170,249534.13184411096
171,65813.82419340342
172,97348.80213519203
173,141799.52596277525
174,194292.61714929336
175,182909.70452936477
176,251680.9251281807
177,127810.16028741567
178,113945.38721719618
179,127975.43401381114
180,116505.68076416648
181,160695.7953918265
182,140615.6927936918
183,58781.718404107036
184,217587.0370014152
185,124856.98045015887
186,110035.28524966496
187,156700.545230745
188,242668.3266430281
189,174309.83676461485
190,187088.65274075355
191,93366.65851187163
192,239734.46469963354
193,286330.95464956545
194,239284.5451530711
195,165271.68530818267
196,170868.90639155603
197,128738.88403301325
198,393986.1314026373
199,238544.80812523974
200,185726.2755542112
201,116277.34181647227
202,162367.58811561257
203,168461.32959297168
204,379078.22837099753
205,188187.5366441222
206,265927.09051300515
207,131622.45137352007
208,172139.2347334389
209,143883.50469767896
210,215602.15546570095
211,198503.17227808936
212,126272.05543543874
213,139596.56824259774
214,232741.5163820213
215,174609.39094789338
216,258032.23784262507
217,437618.8070924915
218,255658.12137383712
219,248705.0757841661
220,95587.23109475532
221,131629.82630961848
222,98058.04504419246
223,74532.2854867815
224,212616.25694732927
225,150002.93029314812
226,150534.51785341007
227,105773.32327108487
228,116549.29862653778
229,169145.03697599654
230,336315.1615495926
231,135883.3616640886
232,224414.90064291103
233,128012.9862549688
234,127943.98705111218
235,149571.79692759248
236,225674.25017796084
237,296785.0736998738
238,155620.57189225193
239,133037.88658042238
240,134770.03882876964
241,156748.1712035027
242,120781.20809150374
243,183972.02637915322
244,198369.52190412552
245,256384.21229797916
246,101873.40205670288
247,262627.4418221019
248,133204.0055435986
249,115264.98926141237
250,111464.16572125487
251,210104.92432128638
252,216632.4331030781
253,145197.32142132864
254,93302.334851836
255,250109.22463838474
256,183924.53582038052
257,213721.19779204033
258,130576.99616091668
259,309630.72171141574
260,137625.18388589539
261,224129.75980728035
262,176325.73006310035
263,145494.3875029356
264,139205.04517552766
265,137864.53979796567
266,146158.74906691522
267,248416.6311189774
268,137632.0285358066
269,109006.06042074683
270,191784.7773108574
271,188967.44985431584
272,132992.0934539078
273,105845.10559569247
274,187513.516785791
275,162494.40493356664
276,173868.80380503627
277,117463.25993824439
278,371801.91079335986
279,140832.9943497415
280,184064.54996937895
281,206357.9187229958
282,145058.4784298854
