Id,SalePrice
1,51651.27330686072
2,187376.71549799954
3,115270.77838688581
4,268363.20306882914
5,223434.57864170367
6,115268.6465681533
7,157515.4147753912
8,122391.6470875529
9,97394.97329950094
10,155583.42687475422
11,148931.1000982841
12,123670.57931897671
13,139516.02984824576
14,211016.10275486973
15,131369.9503183181
16,127606.47515130354
17,190099.60932210155
18,225026.08474587783
19,243574.4372086037
20,190898.68739356825
21,197027.94729705385
22,517431.95311111945
23,158484.00256911243
24,158754.20619757616
25,213290.7254229289
26,232025.36173339782
27,305208.96887869714
28,126971.35287095488
29,107632.94577212184
30,138924.11344951644
31,97406.02174488497
32,233815.9307474236
33,290695.6756212551
34,620989.4283196907
35,138261.928312452
36,192550.98803486215
37,108499.8079579276
38,185846.6767651309
39,186838.19139155955
40,162382.61570113793
41,164743.36881158527
42,122831.4568828537
43,156542.92955222024
44,144568.15529814575
45,165077.52868260676
46,237201.52566123844
47,149526.57144814864
48,180915.91695573708
49,142200.1169599867
50,98128.14204020472
51,198955.62961449113
52,129185.21654184608
53,202638.03805265945
54,151924.6992382243
55,271843.23182856006
56,113306.26264893184
57,205223.4866339892
58,139320.24862025635
59,306364.39991330757
60,199523.33781914288
61,212387.5947840055
62,88586.27974030796
63,137800.03889583505
64,127301.2354213983
65,115159.56210082147
66,118933.6741611486
67,242730.4520340048
68,89665.58350145763
69,109070.30989271813
70,129142.93085578665
71,154662.94175709368
72,139740.5982739115
73,203686.79836245638
74,138967.9960172341
75,238636.2368099383
76,142453.6636645945
77,361049.44022311835
78,134184.22190384154
79,164463.53155322152
80,143975.959049675
81,104366.886383937
82,131398.0636805717
83,109367.70261595112
84,151541.67742629437
85,168137.7567871424
86,212828.66503865347
87,138245.2521899601
88,213203.6447907696
89,209607.82217489163
90,250400.02169046548
91,179331.33652778307
92,418313.2898589732
93,186475.23326426625
94,209261.48904906915
95,198196.16891380184
96,139367.59882893515
97,145779.45926669415
98,121864.66453270329
99,240764.7778621818
100,188954.37374984988
101,116273.95983926556
102,257920.8321901712
103,185264.97145303147
104,134437.39180656223
105,321462.09925978555
106,91868.46360279268
107,187139.89877613573
108,148975.33749761392
109,199385.37525906874
110,123379.23563441627
111,142100.66753467708
112,157729.10786987463
113,167190.68645371427
114,176787.67636327088
115,122193.96755140912
116,351469.56340094475
117,360898.83135843923
118,137477.87523860953
119,164096.50140875945
120,129851.85539448356
121,167234.73213162727
122,142655.027760908
123,155741.68111915735
124,183793.1777569779
125,250525.72326488091
126,67398.10009848505
127,205970.9597508477
128,194045.53994002228
129,150328.33313979825
130,131233.10558876942
131,180666.8180522006
132,126370.59216422056
133,152000.46300331934
134,170966.05683722076
135,252829.34779276233
136,283361.0269532314
137,163092.11985621328
138,116701.28026730282
139,110858.27698598409
140,187836.37258079904
141,117106.80306127107
142,133644.7627857059
143,151042.6469642649
144,146030.67048763487
145,155986.79342098572
146,225325.73253255378
147,157657.5872396444
148,307104.08435711893
149,223821.42537940707
150,141946.68971008467
151,320819.4216689113
152,193955.3620173642
153,140091.49829374984
154,144837.72080392158
155,174850.90387790094
156,308112.19232486753
157,202808.2736637718
158,328008.9171251045
159,323348.3427973264
160,120735.43487306293
161,181272.32681654487
162,283874.02865238785
163,199536.0546787311
164,273637.38166820805
165,112655.44285718769
166,153777.76332817678
167,82337.42919608003
168,234468.4001970875
169,76961.86567547232
170,252247.41509492628
171,63388.64414492377
172,96988.55951602274
173,140136.51027977
174,203325.36380676294
175,182769.07372984264
176,243704.25907295579
177,128230.62766830929
178,116454.6104672953
179,126501.4798337636
180,118230.38679907784
181,163415.159228541
182,139795.62665292242
183,59412.84818948628
